uid,video_id,start_second,end_second,caption
6c25b191-a3e7-4c10-bb7f-0152c1d50817,9e4edf4d-e557-4b3d-bc35-0d7f1f91019b,67.85013975886002,68.47919744113997,"The left hand moves downwards to open a packet, while the right hand remains still."
638b6a82-9eb8-4636-abf9-2975313b2a57,9e4edf4d-e557-4b3d-bc35-0d7f1f91019b,71.27228975886003,71.90134744113998,"The left hand moves downward to pick up an eggplant, while the right hand remains still."
6691ff9a-d999-47c0-b497-7ab1116370b6,9e4edf4d-e557-4b3d-bc35-0d7f1f91019b,72.89287975886002,73.52193744113997,"The left hand moves downward to place the eggplant on the counter, while the right hand hovers above it."
34574e75-0cb3-435e-b0f8-bb32950fcd66,9e4edf4d-e557-4b3d-bc35-0d7f1f91019b,74.16950975886002,74.79856744113997,#C C takes a pepper from the packet
14210ac3-078b-41de-80db-bbb86478cabf,9e4edf4d-e557-4b3d-bc35-0d7f1f91019b,74.78705975886002,75.41611744113997,#C C drops the pepper on the counter
7214bef1-e655-45b1-ad20-d6fa656ad194,9e4edf4d-e557-4b3d-bc35-0d7f1f91019b,78.15087975886001,78.77993744113996,"The left hand moves downward and presses the object, while the right hand supports from the side. The object is then sealed by the left hand."
936d4c23-55d7-4b2b-8500-f979059ff2eb,9e4edf4d-e557-4b3d-bc35-0d7f1f91019b,80.81650975886002,81.44556744113997,"The left hand moves downward to press the packet, while the right hand remains still."
8d66eb3e-9197-463e-9173-0d1fe27aa81d,9e4edf4d-e557-4b3d-bc35-0d7f1f91019b,84.02743975886001,84.65649744113996,"The left hand moves downwards to place the packet on the counter, while the right hand hovers above it."
47153b1b-8257-4078-ae78-4777b3197e56,9e4edf4d-e557-4b3d-bc35-0d7f1f91019b,85.81843975886002,86.44749744113997,"Person C reaches for a packet on the counter with their left hand and picks it up, while their right hand adjusts the items they are holding."
95230f62-3895-406a-b434-6d4d075b7fc4,9e4edf4d-e557-4b3d-bc35-0d7f1f91019b,87.10647975886002,87.73553744113997,"The left hand moves down to grab the chop board, while the right hand hovers nearby."
8941cff9-fa5d-4ab5-92cf-cc7653a8ac58,9e4edf4d-e557-4b3d-bc35-0d7f1f91019b,88.03302975886002,88.66208744113997,"Person C skillfully selects vegetables from the counter with their left hand, while their right hand gently touches the surface of the vegetables."
d94f12fd-1c6c-4114-bdf5-f6948be95854,9e4edf4d-e557-4b3d-bc35-0d7f1f91019b,89.20531975886001,89.83437744113996,#C C puts the chop board on the counter
f0b284e5-a18a-49eb-ac97-1ecc5310483e,9e4edf4d-e557-4b3d-bc35-0d7f1f91019b,90.71804975886002,91.34710744113995,"The left hand moves from a lower position to the top of the tap, while the right hand remains stationary. The tap is opened by the left hand."
be783c1a-732f-4b29-ae75-8c99bc5a49d2,9e4edf4d-e557-4b3d-bc35-0d7f1f91019b,91.11625975886002,91.74531744113996,"The left hand moves downwards to close the tap, while the right hand remains still."
21bdf997-81ff-4232-801c-0e87f338513f,9e4edf4d-e557-4b3d-bc35-0d7f1f91019b,92.83464975886002,93.46370744113996,"The left hand moves from the top left to the center of the screen to place the vegetables on the chop board, while the right hand remains stationary."
01c6be99-b81f-4c92-80c2-96e1cb460ea5,9e4edf4d-e557-4b3d-bc35-0d7f1f91019b,93.47200975886004,94.10106744113996,"A person reaches for a knife with their right hand from a plate rack and grasps it, while their left hand remains still."
8ff69a4a-8b5a-4494-8a99-34e041e87d4c,9e4edf4d-e557-4b3d-bc35-0d7f1f91019b,97.39445975886002,98.02351744113996,"C skillfully cuts the pepper with their left hand, while their right hand supports the cutting board."
7463d536-7ab7-43f6-888e-191dca09b332,9e4edf4d-e557-4b3d-bc35-0d7f1f91019b,99.99557975886002,100.62463744113995,The person places the knife on the chop board with their left hand while their right hand remains still.
b2370dfd-13b3-434e-9906-c659db570c3c,9e4edf4d-e557-4b3d-bc35-0d7f1f91019b,100.95481975886004,101.58387744113998,"The left hand moves downwards to grab the pepper, while the right hand remains still."
79f498eb-3dd7-4874-b375-63aee8bdcd2d,9e4edf4d-e557-4b3d-bc35-0d7f1f91019b,103.08308975886,103.71214744113996,"L hand moves to pick up a knife from a chop board, while R hand remains still."
09cccc3e-ee4f-477b-92a1-ab8902243123,9e4edf4d-e557-4b3d-bc35-0d7f1f91019b,104.19847975886002,104.82753744113997,#C C cuts the pepper
e7587ffe-a48f-4e74-b139-5a97d15e4ece,9e4edf4d-e557-4b3d-bc35-0d7f1f91019b,109.29088975886002,109.91994744113995,"The left hand moves downward to remove the pepper from the knife, while the right hand holds the knife steady."
110cc975-8c77-4053-929c-0ee8af9a3ec9,9e4edf4d-e557-4b3d-bc35-0d7f1f91019b,110.12908975886002,110.75814744113995,"The left hand moves to the right and places the knife on the chop board. The right hand remains still, holding the object."
491d3e63-e8e0-4066-b0e3-a37f4ccc5232,9e4edf4d-e557-4b3d-bc35-0d7f1f91019b,112.41344975886004,113.04250744113996,"C skillfully wraps a nylon string around an object with their left hand, while their right hand guides the string in place."
6a4bb1d6-404c-43a1-b617-96a304f3d145,9e4edf4d-e557-4b3d-bc35-0d7f1f91019b,116.19214975886004,116.82120744113998,"The left hand moves downwards to open the nylon wrap, while the right hand remains stationary."
b7abcddc-112b-4a20-b02c-8ed61704f3ba,9e4edf4d-e557-4b3d-bc35-0d7f1f91019b,118.51247975886002,119.14153744113996,"The left hand moves downwards to place the pepper into the nylon, while the right hand holds the pepper steady."
c6488913-32ea-4af3-aaae-40b3c0eac486,9e4edf4d-e557-4b3d-bc35-0d7f1f91019b,122.82997975886002,123.45903744113996,"The left hand moves downward and then upward, while the right hand moves upward and then downward, manipulating a small object between them."
e637935f-02db-4ee0-8c83-6f986c850b04,9e4edf4d-e557-4b3d-bc35-0d7f1f91019b,123.86947975886002,124.49853744113996,"The left hand moves from the top right to the center, while the right hand moves from the bottom left to the center. Both hands interact with the pepper, which is initially placed in the left hand and then transferred to the right hand before being put into the nylon."
359550c5-cac6-4361-b03a-04c136b2ef64,9e4edf4d-e557-4b3d-bc35-0d7f1f91019b,126.12456975886002,126.75362744113995,"The left hand moves downwards to remove the seeds from the pepper, while the right hand holds the pepper in place."
e51da208-b78d-4e42-b2ad-dca195a97c23,9e4edf4d-e557-4b3d-bc35-0d7f1f91019b,133.97203975886,134.60109744113996,"The left hand moves downward to place the seed into the nylon wrap, while the right hand holds the wrap in place."
eec7de5b-e751-466a-ba93-88b9e2a4e5b4,9e4edf4d-e557-4b3d-bc35-0d7f1f91019b,135.77068975886002,136.39974744113997,"The left hand moves downwards to open the tap, while the right hand remains stationary."
f6089b8e-9ba8-4bd6-9737-9dd5f20dea1b,9e4edf4d-e557-4b3d-bc35-0d7f1f91019b,136.90334975886003,137.53240744113998,"The left hand moves up and down, while the right hand moves back and forth, as C washes the pepper."
e1b48852-c2da-41b2-8a0b-82b4d3892c27,9e4edf4d-e557-4b3d-bc35-0d7f1f91019b,141.29953975886002,141.92859744113997,"The left hand moves down to pick up the pepper from the chop board, while the right hand remains stationary."
8f6772af-8195-4ac0-8325-21a0c78b1387,9e4edf4d-e557-4b3d-bc35-0d7f1f91019b,142.23029975886,142.85935744113996,"The left hand moves from top to bottom, while the right hand moves from left to right, both hands are in contact with the pepper."
56624a4f-6b50-4d85-9f87-d58ebb598ac4,9e4edf4d-e557-4b3d-bc35-0d7f1f91019b,146.14307975886,146.77213744113996,"The left hand moves down to close the tap, while the right hand remains still."
59b13d66-af4b-4826-b7c0-23d6c22a4e88,9e4edf4d-e557-4b3d-bc35-0d7f1f91019b,148.55923975886003,149.18829744113998,"The left hand moves from the top left to the center of the screen, placing the pepper on the chop board. Meanwhile, the right hand hovers over the pepper, adjusting its position."
b02dba08-712a-4278-9549-0ef81fbf0439,9e4edf4d-e557-4b3d-bc35-0d7f1f91019b,149.46760975886002,150.09666744113997,#C C takes the eggplant from the chop board
137acbbf-fc40-4a89-bca5-fdb7affb4039,9e4edf4d-e557-4b3d-bc35-0d7f1f91019b,150.82329975886003,151.45235744113998,"The left hand moves downwards to turn on the tap, while the right hand remains still."
8a4c4364-e58d-4da0-a9d7-a1922fbf3ff8,9e4edf4d-e557-4b3d-bc35-0d7f1f91019b,152.74202975886,153.37108744113996,"The left hand moves from the left to the center, while the right hand brings an eggplant and places it on the chop board."
a74d5d0e-0b24-467d-958d-1a730a126afb,9e4edf4d-e557-4b3d-bc35-0d7f1f91019b,153.19382975886,153.82288744113995,Person opens the drawer with their left hand while holding an object in their right hand.
b88cc6a3-7f16-44e5-923e-5d9cef1cd683,9e4edf4d-e557-4b3d-bc35-0d7f1f91019b,154.53603975886003,155.16509744113998,#C C takes a vegetable peeler from the drawer
6e730ae2-b89f-48f6-a56b-5dda3460ee5d,9e4edf4d-e557-4b3d-bc35-0d7f1f91019b,156.37645975886002,157.00551744113997,"The left hand moves downward to close the drawer, while the right hand remains still."
6b2a27c4-bbd5-4b2b-b9a6-799d878ee661,9e4edf4d-e557-4b3d-bc35-0d7f1f91019b,157.64860975886003,158.27766744113998,"C reaches for the knife with their left hand and picks it up from the chop board. Meanwhile, their right hand moves to a nearby object."
17ad4733-439a-44f0-b2f5-55f91adc5cb5,9e4edf4d-e557-4b3d-bc35-0d7f1f91019b,158.62745975886003,159.25651744113998,The left hand holds the eggplant while the right hand skillfully slices it with a knife.
8bf64657-72fb-4e0b-b7f9-071506597b7c,9e4edf4d-e557-4b3d-bc35-0d7f1f91019b,160.14504975886,160.77410744113996,"The left hand moves downwards to place the knife on the chop board, while the right hand remains still."
b6723ad9-802a-46db-b9a7-4efd1f24969c,9e4edf4d-e557-4b3d-bc35-0d7f1f91019b,162.03091975886002,162.65997744113997,#C C puts the eggplant pieces into the nylon pack
66007746-6456-4e9f-83f2-b614b12e545e,9e4edf4d-e557-4b3d-bc35-0d7f1f91019b,163.79488975886002,164.42394744113997,"The left hand moves from the top left to the center, while the right hand moves from the bottom right to the center, both hands interacting with the vegetable peeler."
164f81dd-dbc7-4b56-8ee1-ca3096cefa1b,9e4edf4d-e557-4b3d-bc35-0d7f1f91019b,165.47949975886002,166.10855744113996,"The left hand smoothly peels the eggplant, while the right hand holds the vegetable peeler steady."
07d50a15-34d8-452d-baa9-4081346f72f7,9e4edf4d-e557-4b3d-bc35-0d7f1f91019b,180.01307975886002,180.64213744114,"The left hand moves downward to pick up the vegetable peeler, while the right hand holds the peeler steady."
32a80f19-ce40-4a21-bcd6-74cd723170e0,9e4edf4d-e557-4b3d-bc35-0d7f1f91019b,180.19679975886,180.82585744114,"The left hand moves from top to bottom, while the right hand moves from left to right, both hands working in coordination to pack the peels into a container."
2507e32a-658b-4e2e-b585-6f95d5b512cf,9e4edf4d-e557-4b3d-bc35-0d7f1f91019b,182.17056975886,182.79962744114,"The left hand moves from a lower position to a higher position, while the right hand moves from a higher position to a lower position. The object held by the left hand is a small item, and the object held by the right hand is a larger item. The two hands do not interact with each other directly, but they work in coordination to place the objects in the nylon."
d5b6b5dd-10fb-44ff-943e-acc0980ce706,9e4edf4d-e557-4b3d-bc35-0d7f1f91019b,186.26264975886,186.89170744114,"L hand moves down to pick up a knife from the chop board, while R hand remains still."
ee049d81-9042-44cc-85ad-4df8b69202a6,9e4edf4d-e557-4b3d-bc35-0d7f1f91019b,186.82849975886003,187.45755744114,"The left hand moves downward and touches the knife handle, while the right hand approaches from the side and also grips the knife."
7e3169b6-3f7c-4815-83d7-d758fe9c3559,9e4edf4d-e557-4b3d-bc35-0d7f1f91019b,188.09132975886,188.72038744114,"The left hand moves from bottom to top to open the tap, while the right hand holds the object steadily."
c30ca76a-9c90-4547-b783-683f2f4fd2e5,9e4edf4d-e557-4b3d-bc35-0d7f1f91019b,188.78918975886003,189.41824744114,"C washes his hands with a bar of soap, using both hands to lather up and then rinses them under running water."
93de72f4-7911-4934-859f-e990d1a0db3e,9e4edf4d-e557-4b3d-bc35-0d7f1f91019b,189.53310975886,190.16216744114,"The left hand moves downward to close the tap, while the right hand remains stationary."
2a87e4e2-d86f-43cc-a7e9-acf8611c958e,9e4edf4d-e557-4b3d-bc35-0d7f1f91019b,191.29306975886,191.92212744114,"The left hand moves downward to open a packet, while the right hand remains stationary."
2f5ced75-2a8c-4be2-b544-25f1f96f3da6,9e4edf4d-e557-4b3d-bc35-0d7f1f91019b,193.51204975886003,194.14110744114,Person takes a carrot from the packet with their left hand while holding another object with their right hand.
c58ace43-ad24-44a7-b0b0-6fff768a6c3e,9e4edf4d-e557-4b3d-bc35-0d7f1f91019b,195.85628975886,196.48534744114,"The left hand moves downwards to pick up a vegetable peeler from the counter, while the right hand remains still."
ba927f1b-2ed0-4b01-a248-9a4016ef6870,9e4edf4d-e557-4b3d-bc35-0d7f1f91019b,197.37030975886003,197.99936744114,#C C peels the carrot
57dabe5a-1f7f-4f62-97aa-2bc96019a8ee,9e4edf4d-e557-4b3d-bc35-0d7f1f91019b,213.91745975886,214.54651744114,"The left hand moves downward to place the vegetable peeler on the chop board, while the right hand adjusts the peeler's position."
85b9da31-816e-4b50-ae19-9aa4fbcf43e9,9e4edf4d-e557-4b3d-bc35-0d7f1f91019b,216.42622975886,217.05528744114,"The left hand moves from top to bottom, while the right hand moves from left to right. The object is initially placed in the center and is then moved to the right by the right hand."
a5778ea3-4b1c-41bc-98d7-1c438e2895c1,9e4edf4d-e557-4b3d-bc35-0d7f1f91019b,217.79643975886003,218.42549744114,"The left hand moves from top to bottom to place the carrot shavings into the nylon, while the right hand holds the carrot steady."
2754fccb-0263-4709-b78c-94204f81995b,9e4edf4d-e557-4b3d-bc35-0d7f1f91019b,223.17299975886,223.80205744114,A person skillfully grabs a knife from a chop board with their left hand while holding an object with their right hand.
5136831e-c5ba-493f-acbf-ef7ccccf3889,9e4edf4d-e557-4b3d-bc35-0d7f1f91019b,224.07949975886,224.70855744114,#C C cuts the carrot with the knife
61a1531e-0522-4f2b-9b47-f5b3ad4a7f47,9e4edf4d-e557-4b3d-bc35-0d7f1f91019b,277.87636975886005,278.50542744114,The left hand holds the eggplant steady while the right hand skillfully slices it with a knife.
df3a514d-20d2-4c92-bba4-55616842df71,9e4edf4d-e557-4b3d-bc35-0d7f1f91019b,287.35481975886006,287.98387744114,The left hand holds the eggplant steady while the right hand chops it with a knife.
390a3ac7-85c6-42e2-98e9-656348fca0a2,9e4edf4d-e557-4b3d-bc35-0d7f1f91019b,296.41346975886006,297.04252744114,"The left hand moves towards the knife, while the right hand approaches the object from the side. The knife is grasped by the left hand, and the object is held by the right hand."
19cd0e4c-4fd5-48f9-919d-7a9c378fb259,9e4edf4d-e557-4b3d-bc35-0d7f1f91019b,300.07386975886004,300.70292744114,"The left hand holds the eggplant firmly, while the right hand skillfully chops it with a knife."
0d775875-bfcf-413d-b184-686013450b8a,9e4edf4d-e557-4b3d-bc35-0d7f1f91019b,310.6610997588601,311.29015744114,"The left hand moves from top to bottom, arranging the chopped eggplant. The right hand remains still, holding the knife."
566edd6c-ab8a-4de8-8cfc-cae5b4a5bfa8,9e4edf4d-e557-4b3d-bc35-0d7f1f91019b,311.97545975886004,312.60451744114,"The left hand moves from the top left to the center of the screen to grab a pepper, while the right hand remains still. The pepper is then picked up and moved to the right by the left hand."
00e3deb6-2873-4fb2-b69c-3a2f88323f86,9e4edf4d-e557-4b3d-bc35-0d7f1f91019b,321.1978897588601,321.82694744114,The left hand moves downwards to hold the pepper while the right hand skillfully cuts it with a knife.
f85f936b-64ac-426d-9577-9a4f3c7337e1,9e4edf4d-e557-4b3d-bc35-0d7f1f91019b,327.85250975886004,328.48156744114,"The left hand moves from a lower position to the center, while the right hand moves from a higher position to the center, and together they rotate the pepper."
145697b8-bc96-4add-904e-40bfd58a8d75,9e4edf4d-e557-4b3d-bc35-0d7f1f91019b,330.38767975886003,331.01673744114,"The left hand holds the pepper and moves it to the cutting board, while the right hand skillfully slices it with a knife."
94791a48-8362-495b-ad8a-691a5bfa9dd3,9e4edf4d-e557-4b3d-bc35-0d7f1f91019b,338.9978697588601,339.62692744114,"The left hand moves from the top left to the center, while the right hand moves from the bottom right to the center, both hands interact with the pepper on the chop board."
761a1a17-0f2a-4d44-8501-9cfa495cd092,9e4edf4d-e557-4b3d-bc35-0d7f1f91019b,340.59748975886004,341.22654744114,"The left hand holds the pepper and moves it to the cutting board, while the right hand skillfully slices it with a knife."
2408fe0e-0d22-4998-a78c-dd605b4b4599,9e4edf4d-e557-4b3d-bc35-0d7f1f91019b,352.07985975886004,352.70891744114,"The left hand moves downward to place the knife on the chop board, while the right hand remains stationary."
e8ba0448-6c78-4ae2-82e1-2c056ead0907,9e4edf4d-e557-4b3d-bc35-0d7f1f91019b,352.69014975886006,353.31920744114,A person picks up a resealable pack from the counter with their left hand while their right hand remains stationary.
cd0bb748-6845-4c1b-99a6-a7c741c3c1ad,9e4edf4d-e557-4b3d-bc35-0d7f1f91019b,353.19743975886007,353.82649744114,"The left hand picks up an eggplant from the chop board, while the right hand remains still."
1bd9d359-9383-40bd-9463-09d320e7fda7,9e4edf4d-e557-4b3d-bc35-0d7f1f91019b,354.62825975886005,355.25731744114,"The left hand moves to pick up a resealable pack from the counter, while the right hand remains still."
bad090d7-5eb1-4bc7-ad91-52b1a49595f7,9e4edf4d-e557-4b3d-bc35-0d7f1f91019b,357.06823975886005,357.69729744114,Person opens a resealable pack with their left hand while holding another object with their right hand.
bf9957a2-7486-4186-9b55-0ce4711d3cac,9e4edf4d-e557-4b3d-bc35-0d7f1f91019b,357.56654975886005,358.19560744114,"The left hand moves downwards to place the eggplant into the pack, while the right hand holds the pack steady."
c62c3636-7d8b-4706-b857-96cd218f375f,9e4edf4d-e557-4b3d-bc35-0d7f1f91019b,360.89299975886007,361.52205744114,"The left hand moves downward and presses the object, while the right hand supports from the side. The object is secured in place by the hands."
f4aca997-cbd2-40db-a6d4-969c13697a82,9e4edf4d-e557-4b3d-bc35-0d7f1f91019b,365.36131975886,365.99037744114,Person opens fridge with left hand while holding a bottle in the right hand.
767ada2b-81c8-4931-a4a0-7753aa7fc06d,9e4edf4d-e557-4b3d-bc35-0d7f1f91019b,366.65721975886,367.28627744114,"The left hand slides the pack into the fridge, while the right hand assists from above."
d205e22e-384a-47f5-8ad4-06f8548afa00,9e4edf4d-e557-4b3d-bc35-0d7f1f91019b,367.29109975886007,367.92015744114,Person closes the fridge with their left hand while holding a bottle in their right hand.
926e5724-0bef-4534-a831-2e3759641efc,9e4edf4d-e557-4b3d-bc35-0d7f1f91019b,369.62995975886,370.25901744114,Person opens a pot with their left hand while holding a spoon in their right hand.
e2ba6f16-3363-4287-b7fb-1c3bd442feb1,9e4edf4d-e557-4b3d-bc35-0d7f1f91019b,370.48114975886006,371.11020744114,"The left hand moves downward to close the pot, while the right hand holds it steady."
4ff02681-e301-4e18-a63e-9e03c0cc42aa,9e4edf4d-e557-4b3d-bc35-0d7f1f91019b,372.19757975886006,372.82663744114,The left hand moves the resealable pack on the counter.
0c8ad589-d2a7-424e-8c26-c89b6cdd7a2f,9e4edf4d-e557-4b3d-bc35-0d7f1f91019b,376.2222597588601,376.85131744114,"The left hand moves from the side to the front, while the right hand opens the cupboard."
d4b32ab0-4f76-413f-b9ec-6537e554df78,9e4edf4d-e557-4b3d-bc35-0d7f1f91019b,378.64366975886,379.27272744114,"Person opens a cupboard with their left hand, while holding an object with their right hand."
3156b367-b04e-45ec-a9d9-fca175d4140d,9e4edf4d-e557-4b3d-bc35-0d7f1f91019b,386.10875975886006,386.73781744114,"The left hand moves downward to close the cupboard, while the right hand remains stationary."
a2a56f6f-717b-429a-86e7-bb4b409a4b73,9e4edf4d-e557-4b3d-bc35-0d7f1f91019b,386.8112697588601,387.44032744114,"The left hand moves from the top left to the bottom right of the frame, while the right hand moves from the bottom left to the top right, closing the cupboard in the process."
08185c4a-6398-49cf-92fa-b16ce5252cc9,9e4edf4d-e557-4b3d-bc35-0d7f1f91019b,388.1018297588601,388.73088744114,"C reaches for a bowl with their left hand and carefully takes it from a shelf, demonstrating a smooth and deliberate motion. Meanwhile, their right hand remains idle, showing no interaction with any objects."
28f3ec99-0ceb-4e94-b159-05175545f716,9e4edf4d-e557-4b3d-bc35-0d7f1f91019b,390.51116975886,391.14022744114,Person C moves a resealable pack across the counter with their left hand while holding another object with their right hand.
bf1dd1d5-5bf8-4b85-92b7-fbf7627150de,9e4edf4d-e557-4b3d-bc35-0d7f1f91019b,391.75443975886,392.38349744114,"The left hand moves downward to place the bowl on the counter, while the right hand hovers nearby."
39ab9d79-bfc6-4384-982f-c4c63a765afe,9e4edf4d-e557-4b3d-bc35-0d7f1f91019b,393.43849975886,394.06755744114,"Person opens the fridge with their right hand, while their left hand remains stationary."
542705cd-f9dd-44f6-807b-ba086a2cf934,9e4edf4d-e557-4b3d-bc35-0d7f1f91019b,395.52616975886,396.15522744114,"The left hand moves to the right and grabs a bottle from the fridge, while the right hand assists in the process."
afb6aef7-714a-4665-ba2e-f864565f7e34,9e4edf4d-e557-4b3d-bc35-0d7f1f91019b,396.40425975886006,397.03331744114,"The left hand moves to the left and closes the fridge, while the right hand remains still."
6a4b618f-d145-494b-8e72-338cca970a61,9e4edf4d-e557-4b3d-bc35-0d7f1f91019b,397.8110897588601,398.44014744114,Person opens a bottle with their left hand while holding another object with their right hand.
56cb528d-0bc7-4309-8556-9c77fd60d0cc,9e4edf4d-e557-4b3d-bc35-0d7f1f91019b,399.6220097588601,400.25106744114,A person is pouring liquid from a bottle into a bowl using both hands.
a820055f-4518-4b7e-b6e5-554ed02e3b1f,9e4edf4d-e557-4b3d-bc35-0d7f1f91019b,405.26987975886,405.89893744114,"The left hand moves from the top to the bottom of the bottle, while the right hand moves from the side to the top, and together they close the bottle."
72d7171d-e5c5-449a-87ac-7ac0c8745d99,9e4edf4d-e557-4b3d-bc35-0d7f1f91019b,406.3732697588601,407.00232744114,"The left hand opens the fridge, while the right hand remains still."
